Comment,Domain,Sarcasm
Loved the precision screwdriver that stripped every screw.,ecommerce,Yes
The film's genre subversion felt earned rather than clever for its own sake.,movies,No
Super — the pillow was the density of a cracker.,hotels,Yes
The app handles large files without slowing down.,apps,No
The documentary presented all sides fairly.,movies,No
Brilliant — the 'open kitchen' let me watch my order be forgotten.,restaurants,Yes
The craft beer list was curated with obvious knowledge.,restaurants,No
My dietary restrictions were noted and accommodated.,healthcare,No
Sound quality at this price is genuinely impressive.,ecommerce,No
Brilliant — the X-ray machine was out of service for the third visit.,healthcare,Yes
The doctor addressed my mental health concerns sensitively.,healthcare,No
Loved the waiter who recommended the most expensive item every time.,restaurants,Yes
Brilliant — the note I typed for an hour didn't save.,apps,Yes
Fantastic — the 'fresh fish of the day' smelled like last week.,restaurants,Yes
Wonderful — the scan appointment was rescheduled four times without notice.,healthcare,Yes
Loved the dental chair that broke mid-cleaning.,healthcare,Yes
Super — the 'freshly baked' bread was cold in the middle.,restaurants,Yes
The speech therapist's exercises showed progress within weeks.,healthcare,No
Great — the 'limited stock' item has been limited for 18 months.,ecommerce,Yes
The post-credits scene was a genuine and earned extension.,movies,No
I found a lost item in a drawer and it was returned within the hour.,hotels,No
Wonderful — the seller charged me twice and vanished.,ecommerce,Yes
The fitness class was well-led and suited all fitness levels.,hotels,No
The matte finish is exactly as described — no glare.,ecommerce,No
The developer responded to my App Store review with a helpful fix.,apps,No
Wonderful — the wine was corked; the waiter disagreed.,restaurants,Yes
Parking validation was handled at the front desk in moments.,hotels,No
Fantastic — the heater alternated between 30°C and off.,hotels,Yes
Great — the optometrist prescribed lenses that blurred my vision.,healthcare,Yes
The app never crashes mid-transaction.,apps,No
Loved the 'cosy' booth that sat four people sideways.,restaurants,Yes
Super — the location-based reminders fire in the wrong city.,apps,Yes
Loved the spacious room that was the size of a cupboard.,hotels,Yes
Super — the discharge summary was written in incomprehensible jargon.,healthcare,Yes
The fish was perfectly cooked — not a degree over.,restaurants,No
The mocktail was as well-crafted as the cocktails.,restaurants,No
Loved the bloated franchise entry that forgot to have a story.,movies,Yes
Super — the foreign-language subtitles were in the same language.,movies,Yes
Brilliant — the GP's advice was to 'wait and see' for a year.,healthcare,Yes
Super — the non-stick pan stuck to everything from day one.,ecommerce,Yes
The private room AV setup worked perfectly for our presentation.,restaurants,No
Loved the 'extensive' wine list with 3 options.,restaurants,Yes
Fantastic — the 'fresh fish of the day' smelled like last week.,restaurants,Yes
Loved the ad that played with full volume in a library.,apps,Yes
Wonderful — the seller charged me twice and vanished.,ecommerce,Yes
Brilliant reception staff — put me on hold for 45 minutes.,healthcare,Yes
Great — the promised gift wrap was a plastic bag.,ecommerce,Yes
Staff held my taxi without being asked while I settled the bill.,hotels,No
The product came with a detailed user manual in my language.,ecommerce,No
The grill temperature was exactly right — steak perfect medium-rare.,restaurants,No
The sommelier's recommendation was memorable and affordable.,restaurants,No
Brilliant — the 'signature dish' had been removed from the menu.,restaurants,Yes
Great — the 'brand new' item came with scratches and pet hair.,ecommerce,Yes
The developer documentation is well-maintained.,apps,No
"Wonderful — the dietitian told me to eat less, charged me $300.",healthcare,Yes
Loved the menu that described everything poetically and delivered nothing.,restaurants,Yes
Wonderful — the clinic website lists opening hours that are just wrong.,healthcare,Yes
Super — the 'hidden gem' was hidden so well the staff couldn't find it.,restaurants,Yes
Brilliant — the tasting note said 'silky'; the texture said 'lumpy.',restaurants,Yes
The film found humour in tragedy without diminishing either.,movies,No
Brilliant horror — scared me with its incompetence.,movies,Yes
The hotel's city map was accurate and genuinely useful.,hotels,No
Wonderful comedy — I laughed zero times.,movies,Yes
Wonderful — the export feature creates corrupted files.,apps,Yes
Great — the smart outlet required a different app each month.,ecommerce,Yes
Phenomenal — the home feed is 90% sponsored posts.,apps,Yes
The team remembered my partner's name from a previous visit.,restaurants,No
The pillow menu worked — I slept far better with the swap.,hotels,No
Brilliant — half the contents were missing from the box.,ecommerce,Yes
Two-factor authentication setup was easy and reliable.,apps,No
Flawless — it crashes before I even finish typing.,apps,Yes
Loved the gym bag that ripped on its first use.,ecommerce,Yes
Fantastic — they billed my insurance wrong and I paid double.,healthcare,Yes
Brilliant — the 3-in-1 tool did none of the three things.,ecommerce,Yes
Loved the gym bag that ripped on its first use.,ecommerce,Yes
Housekeeping was thorough and left the room immaculate.,hotels,No
The ECG report was explained clearly in layman's terms.,healthcare,No
Super design — the swipe-to-delete also deletes my sanity.,apps,Yes
Superb — the tutorial video has no subtitles.,apps,Yes
Fantastic — the 'fresh fish of the day' smelled like last week.,restaurants,Yes
Loved the dental chair that broke mid-cleaning.,healthcare,Yes
The anaesthetist answered every question before surgery.,healthcare,No
Wonderful — the 10-minute cameo outperformed the actual leads.,movies,Yes
Wonderful — the steak sauce was the only thing that had flavour.,restaurants,Yes
The podiatrist's orthotics improved my comfort immediately.,healthcare,No
Fantastic — the 'authentic Italian' pizza had cheddar.,restaurants,Yes
Super — the allergy test results were emailed to the wrong patient.,healthcare,Yes
Brilliant — the five-course tasting menu had five identical flavours.,restaurants,Yes
Performance has been consistent across both my devices.,apps,No
Brilliant — the check-out receipt included charges from 2019.,hotels,Yes
The cardiologist explained the ECG in simple terms.,healthcare,No
Loved how subtitles were provided for everything except the crucial line.,movies,Yes
The telehealth call was stable and the doctor was attentive.,healthcare,No
So relieved the new update removed the undo button.,apps,Yes
The item was packaged in recycled materials — appreciated.,ecommerce,No
Wonderful — the audio quality got worse with HD mode on.,apps,Yes
Connectivity was instant and stable across all devices.,ecommerce,No
The villain's arc was as well-written as the hero's.,movies,No
Love how the step counter resets at noon instead of midnight.,apps,Yes
Superb — the tutorial video has no subtitles.,apps,Yes
The travel clinic had all required vaccines in stock.,healthcare,No
Fantastic — the 'lifetime warranty' expired in 30 days.,ecommerce,Yes
Fantastic — the prequel explained things nobody wondered about.,movies,Yes
Wonderful — the in-app browser can't copy text.,apps,Yes
The shuttle met us at arrivals with a name board.,hotels,No
The gift wrapping option was neat and professionally done.,ecommerce,No
"The pacing was perfect — never dragged, never rushed.",movies,No
Loved the 'easy parking' that required a 10-minute walk.,hotels,Yes
Great — the flashback scenes had better lighting than the present ones.,movies,Yes
The smoking cessation support group was helpful and accessible.,healthcare,No
Super — the climax built to absolutely nothing.,movies,Yes
The director's vision was clear from frame one.,movies,No
Loved the 'quiet' room above the nightclub.,hotels,Yes
Loved the 'cosy' booth that sat four people sideways.,restaurants,Yes
The dessert was the highlight of the meal — beautifully presented.,restaurants,No
Wonderful breakfast — two slices of stale bread for $25.,hotels,Yes
Super — the hotel app confirmed my stay in the wrong city.,hotels,Yes
Towels at the pool were plentiful and replaced promptly.,hotels,No
Love the 'premium' earbuds that sound like a tin can.,ecommerce,Yes
Ingredients were visibly fresh — the salad was outstanding.,restaurants,No
Assembly was straightforward with clear instructions included.,ecommerce,No
